ACCNR,YEAR,SPECIES,LOC,LAT,LONG,NHOM,ALDR,TOTL,TOTV,FPRC,CB28,CB52,CB101,CB118,CB153,CB138,CB180
C99/08076,1999,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,7.8,39,1.19,-0.0034,-0.0034,0.0093,0.0099,0.0343,0.0226,-0.0042
C99/08096-08115,1999,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,8.6,48.8,1.27,-0.0055,-0.0055,0.0123,0.0126,0.0478,0.0305,-0.0071
P99/04719,1999,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.3,30,1.98,0.0066,0.0191,0.0719,0.0856,0.2237,0.1525,0.0654
P99/03902,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.6,54.3,6.73,0.0046,0.0082,0.0155,0.0133,0.0326,0.0232,-0.0048
P99/03903,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.7,48.8,4.28,0.0041,0.0101,0.0293,0.0214,0.0676,0.045,0.0116
P99/03904,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20.1,49.7,3.35,0.0055,0.0126,0.0376,0.0316,0.0883,0.0576,0.0123
P99/03905,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.3,47.6,4.85,0.0039,0.0081,0.0178,0.0152,0.041,0.0288,0.0061
P99/03906,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20,53.8,4.65,0.0045,0.0092,0.0235,0.0191,0.0577,0.0386,0.0069
P99/03907,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20.2,51.7,3.24,0.0064,0.0133,0.0338,0.0296,0.0782,0.0517,0.0111
C99/08592-08611,1999,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.1,1.3,1,-99.99,-99.99,0.0153,0.019,0.0671,0.0419,0.0091
C99/08612-08631,1999,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.1,1.4,0.93,-99.99,-99.99,0.0125,0.0159,0.053900000000000003,0.0352,0.0078
C99/08632-08651,1999,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.2,1.6,1.18,-99.99,-99.99,0.015,0.0176,0.0652,0.0401,0.0094
C99/08652-08671,1999,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.5,1.7,1.23,-99.99,-99.99,0.013,0.0178,0.069,0.0406,0.0113
C99/08672-08691,1999,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.9,2.1,1.59,-99.99,-99.99,0.0122,0.0145,0.0541,0.032,0.0084
P99/03908,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20,55.7,5.86,0.0052,0.0106,0.0235,0.022,0.0569,0.0388,0.0068
P99/03909,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19,44.2,2.95,-99.99,0.0103,0.0281,0.0245,0.0652,0.045,0.0076
P99/03910,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.8,48.3,3.33,0.0049,0.0109,0.0306,0.0262,0.0761,0.0512,0.0089
P99/03911,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.2,46.6,4.32,0.0107,0.0178,0.0338,0.0323,0.0627,0.0422,0.0069
P99/03912,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20.2,55.7,4.22,0.0047,0.0095,0.0231,0.0208,0.0542,0.0365,0.0077
P99/03913,1999,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20.8,58.2,5.06,0.0039,0.0091,0.0233,0.0208,0.0563,0.038,0.0083
P99/01035,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,19.1,45.3,3.67,0.0157,0.0499,0.1494,0.1354,0.3825,0.3072,0.1564
P99/01036,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,20.7,50.5,1.39,0.0162,0.0535,0.1628,0.1463,0.4527,0.341,0.1685
P99/05014,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,8,20.5,23.9,4.86,0.0076,0.0201,0.056,0.0826,0.2203,0.1665,0.085
P99/03535,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,34.6,403,66.27,0.0054,0.0139,0.0599,0.0699,0.1733,0.1255,0.0443
P99/02853,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,16.9,58.4,0.7,-0.0058,-0.0058,0.025,0.0371,0.13,0.088,0.0456
P99/02854,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,17.3,65.4,0.72,-0.0056,-0.0056,0.0143,0.0268,0.1113,0.0597,0.0418
P99/02855,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,18.2,72.1,0.68,-0.0059,-0.0059,0.0199,0.0252,0.0814,0.0603,0.0266
P99/02856,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,17.4,55.5,0.72,-0.0056,-0.0056,0.0238,0.0302,0.0984,0.0693,0.0334
P99/02857,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,5,17.7,68.2,0.67,-0.006,-0.006,0.0206,0.0259,0.0941,0.0654,0.0313
P99/02858,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,17,54,0.77,-0.0052,-0.0052,0.0222,0.0308,0.1091,0.0753,0.0399
P99/02859,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,16.6,51,0.73,-0.0055,-0.0055,0.0284,0.0387,0.1221,0.0864,0.0424
P99/02860,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,17.4,58.9,0.58,-0.0069,-0.0069,0.0358,0.0445,0.1356,0.0994,0.0424
P99/02861,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,16.8,52.9,0.67,-0.0059,0.007,0.0403,0.0474,0.1499,0.1158,0.051
P99/02862,1999,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,15.5,48.9,0.8,-0.005,-0.005,0.012,0.0161,0.0499,0.0359,0.0163
P99/03536,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,36.3,534,53.66,0.0034,0.0046,0.0259,0.0681,0.1874,0.1268,0.0471
P99/03537,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,36,459,62.35,0.0093,0.0262,0.1086,0.1291,0.2922,0.2144,0.0774
P99/03538,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,38.9,591,71.42,0.006,0.0137,0.0542,0.0701,0.1693,0.1181,0.0388
P99/03539,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,4,35.1,410,40.59,0.0045,0.0065,0.0372,0.0703,0.2106,0.1386,0.0465
P99/03540,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,35.5,444,70.83,0.0064,0.0161,0.0697,0.0772,0.186,0.134,0.0446
P99/03541,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,4,35.6,480,56.94,-0.0035,0.0032,0.0159,0.0418,0.1278,0.0786,0.029
P99/03598,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,33.5,365,23.08,0.0163,0.0418,0.1977,0.2407,0.8365,0.5318,0.1442
P99/03599,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,33.8,383,27.35,0.0109,0.0289,0.1372,0.1555,0.5774,0.3339,0.1016
P99/03601,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,35,393,20.69,0.0097,0.0116,0.0849,0.3278,1.3921,0.8415,0.2048
P99/03602,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,34.1,409,26.43,0.0082,0.0273,0.1351,0.1768,0.6666,0.3944,0.116
P99/03603,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,31.1,300,40.66,0.0079,0.0227,0.0915,0.0975,0.5838,0.1892,0.0527
P99/03604,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,30.3,310,21.11,0.0067,0.0123,0.0709,0.1857,0.8635,0.504,0.1618
P99/03605,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,36.3,422,12.21,0.0106,0.0164,0.1163,0.2446,1.0665,0.5982,0.1498
P99/03606,1999,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,34.8,383,35.75,0.0087,0.0269,0.1431,0.1625,0.5357,0.3333,0.0863
P99/03542,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,4,38.1,474,60.5,0.0053,0.0102,0.0429,0.0663,0.1456,0.1009,0.0329
P99/03543,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,4,34.5,411,63.43,0.0064,0.0171,0.079,0.0928,0.2212,0.1673,0.0571
P99/03544,1999,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,4,34.2,346,71.09,0.0085,0.0217,0.0925,0.1138,0.2389,0.1766,0.0598
P99/05015,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,7,22,23.3,0.57,-0.0123,-0.0123,0.0768,0.4251,1.6025,1.0304,0.6784
P99/03715,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,5,22.5,45.8,0.48,-0.0084,-0.0084,-0.0084,0.1532,0.3883,0.2682,0.0834
P99/03716,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,6,22.3,42.7,0.5,-0.0079,-0.0079,-0.0079,0.2133,0.5925,0.3778,0.1329
P99/03717,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,5,22.3,37.8,0.43,-0.0092,-0.0092,0.021,0.1795,0.5045,0.3281,0.1028
P99/03718,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,4,21.3,45,0.48,0.0077,-0.0084,0.0144,0.2089,0.3929,0.2711,0.0683
P99/03719,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,5,22.7,45.5,0.53,-0.0075,-0.0075,-0.0075,0.1518,0.3236,0.2212,0.0507
P99/03720,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,5,21.1,38.1,0.61,-0.0065,-0.0065,-0.0065,0.1567,0.4552,0.2722,0.0774
P99/03721,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,4,21.2,39.1,0.54,-0.0075,-0.0075,-0.0075,0.1573,0.5226,0.2824,0.0992
P99/03722,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,4,20.9,36.4,0.57,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
P99/03723,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,4,20.8,33.3,0.51,-0.0078,-0.0078,-0.0078,0.1638,0.4022,0.2548,0.0642
P99/03724,1999,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,NA,4,21.8,45.7,0.62,-0.0065,-0.0065,0.0152,0.139,0.3094,0.2008,0.0491
P99/05016,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,7,20.9,24.8,0.92,0.0065,0.0131,0.0414,0.0912,0.2732,0.1805,0.1268
P99/05017,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,7,20,23.1,0.83,-0.006,-0.006,0.0092,0.0216,0.0921,0.043,0.0378
P99/05018,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,6,21.8,35.8,1.71,-0.0041,-0.0041,0.0139,0.0311,0.131,0.072,0.0466
P99/05019,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,7,21.3,31.5,1.04,0.0049,0.0084,0.0278,0.0707,0.2209,0.1356,0.0921
P99/05020,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,9,24.1,49,0.83,0.0047,0.005,0.0158,0.034,0.112,0.0612,0.042
P99/05023,1999,Eelpout,Holmöarna,63.68082842166445,20.87675805501533,NA,9,24.9,48.7,0.55,-0.0073,-0.0073,-0.0073,0.0361,0.2039,0.0757,0.0877
P99/01037,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,19.8,50,2.23,0.0137,0.0388,0.1296,0.1185,0.336,0.2771,0.1366
P99/01038,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,19.1,46,4.64,0.0061,0.0139,0.0421,0.0389,0.1104,0.0888,0.0458
P99/01039,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,18.9,44.9,1.81,0.0155,0.0632,0.2037,0.1685,0.5665,0.4428,0.2446
P99/01040,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,20.2,52.4,1.92,0.0117,0.0417,0.1321,0.1196,0.3465,0.2867,0.1532
P99/01041,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,20,44.6,1.27,0.0154,0.0549,0.1872,0.1555,0.4917,0.408,0.2327
P99/01042,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,20.2,44.9,2.59,0.0167,0.0661,0.2524,0.2449,0.8175,0.635,0.3698
P99/01043,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,19.4,45.3,2.44,0.0142,0.0456,0.128,0.1098,0.3312,0.2566,0.1394
P99/01044,1999,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,5,19.3,44.5,1.8,0.0179,0.0489,0.1467,0.1186,0.3533,0.2865,0.1484
P99/04720,1999,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.1,38.6,3.9,0.0054,0.0073,0.0279,0.0345,0.0926,0.0561,0.023
P99/04721,1999,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.3,37.3,3.86,0.005,0.0089,0.0251,0.0257,0.0581,0.0438,0.0132
P99/04722,1999,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17,34.2,5.29,0.0065,0.012,0.0325,0.0288,0.0657,0.0456,0.0144
P99/04723,1999,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.3,34.2,5.08,0.0071,0.0135,0.0527,0.0579,0.1479,0.101,0.0376
P99/04724,1999,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.2,34.5,4.65,0.0074,0.0123,0.0317,0.0313,0.062,0.0486,0.017
P99/04504,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,23.1,87.4,8.31,-99.99,0.0122,0.0265,0.0253,0.0575,0.0423,0.0093
P99/04505,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20.1,59.8,5.38,-99.99,0.0084,0.0195,0.0169,0.0433,0.03,0.0055
P99/04506,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,22,71.8,3.41,-99.99,0.0085,0.0184,0.0197,0.0443,0.0332,-0.0082
P99/04507,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20.5,59.7,1.64,-99.99,0.0114,0.0363,0.0448,0.124,0.0939,0.0227
P99/04508,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,21.5,73.1,8.78,-99.99,0.0074,0.0117,0.0116,0.0277,0.0206,0.0032
P99/04509,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20,61.5,8.7,-99.99,0.0059,0.0104,0.01,0.0255,0.0186,0.0029
P99/04510,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20.2,61.5,5.95,-99.99,0.006,0.011,0.0109,0.0237,0.0183,-0.0054
P99/04511,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,21.4,68.8,5.59,-99.99,0.0063,0.0101,0.0101,0.0192,0.015,-0.0041
P99/04512,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,21.5,63.3,3.74,-99.99,0.0113,0.0285,0.0249,0.0671,0.0468,0.0095
C99/08374,1999,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,7.2,34,2.37,-0.003,0.0043,0.0208,0.021,0.0401,0.0288,-0.0038
C99/08394,1999,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,7.6,44.3,1.45,-0.0028,0.0039,0.0204,0.0203,0.0466,0.0326,-0.0034
C99/08414,1999,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,8.1,47.8,1.51,-0.0046,-0.0046,0.0202,0.0196,0.0429,0.0312,-0.006
C99/08434,1999,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,8.8,63.8,1.36,-0.0029,0.0029,0.018,0.0189,0.0413,0.0286,-0.0037
C99/08454-08473,1999,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,9.4,81.2,1.07,-0.0038,-0.0038,0.0192,0.0195,0.0425,0.0314,-0.0047
P99/05582,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,24.2,52.1,0.33,0.0263,0.0139,0.0299,0.0878,0.3819,0.2059,0.0894
P99/05583,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,21.7,40,0.45,-0.0089,-0.0089,0.0286,0.06,0.3431,0.1718,0.0438
P99/05584,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,23.6,41.1,0.47,-0.0086,-0.0086,-0.0086,0.0588,0.3853,0.2129,0.0742
P99/05585,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,7,22.3,40.7,0.45,-0.0089,-0.0089,-0.0089,0.093,0.455,0.2508,0.0999
P99/05586,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,8,24,53.8,0.48,-0.0083,-0.0083,0.0126,0.1154,0.5118,0.2997,0.1094
P99/05587,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,22,45.3,0.47,-0.0085,-0.0085,0.0314,0.1206,0.3975,0.2445,0.0715
P99/05588,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,21.1,38.2,0.51,-0.0078,-0.0078,0.0093,0.0734,0.3193,0.1934,0.0674
P99/05589,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,20.3,37.5,0.88,-0.0045,-0.0045,0.0049,0.0246,0.1299,0.06,0.0173
P99/05590,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,7,22.3,43.9,0.42,-0.0094,-0.0094,0.0137,0.1043,0.5413,0.3099,0.1247
P99/05591,1999,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,6,22.4,42.2,0.42,-0.0095,-0.0095,0.0107,0.0494,0.235,0.1105,0.031
P99/01669,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,4,17.9,39.3,3.01,0.0042,0.0134,0.0582,0.0555,0.1296,0.107,0.0403
P99/01670,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,4,17.7,40.8,2.65,0.0055,0.0171,0.0579,0.0465,0.1223,0.0957,0.0335
P99/01671,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,4,17.8,42.9,4.18,-0.0037,0.0116,0.0363,0.0261,0.0635,0.0551,0.0209
P99/01672,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,4,17.2,37.1,1.69,0.0062,0.0228,0.1189,0.1213,0.3063,0.2387,0.0855
P99/01673,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,4,17.2,34.2,4.21,0.0048,0.0146,0.0628,0.0617,0.1558,0.1224,0.0409
P99/01674,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,4,16.4,34.5,3.78,0.005,0.0141,0.0453,0.037,0.0989,0.0782,0.0282
P99/01675,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,18.8,42.4,1.28,0.0081,0.029,0.1348,0.1103,0.3159,0.2376,0.0771
P99/01676,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,16.9,35,2.03,0.0065,0.0181,0.066,0.0594,0.1425,0.1119,0.0408
P99/01677,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,17.4,37.7,2.11,0.0342,0.2129,0.7014,0.4765,0.897,0.8193,0.2646
P99/02708,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,16.2,45.2,0.58,-99.99,-99.99,-0.0086,0.0086,0.0253,0.0137,-0.0086
P99/02709,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,5,15.3,49.3,0.57,-99.99,-99.99,-0.0087,0.0155,0.0454,0.0275,0.009
P99/02710,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,16.7,55.8,0.66,-99.99,-99.99,-0.0076,0.0137,0.0387,0.0241,0.0078
P99/02711,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,16,47.8,0.71,-99.99,-99.99,0.0083,0.0113,0.0259,0.016,-0.007
P99/02712,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,15.5,44.8,0.68,-99.99,-99.99,-0.0074,0.0097,0.0255,0.0158,-0.0074
P99/02713,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,16.2,51.6,0.69,-99.99,-99.99,0.013,0.0191,0.0513,0.0343,0.01
P99/02714,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,15.9,48.3,0.6,-99.99,-99.99,-0.0083,0.0091,0.0246,0.0151,-0.0083
P99/02715,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,16.5,64.6,0.59,-99.99,-99.99,0.0129,0.0204,0.0531,0.0358,0.011
P99/02716,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,15.5,44.4,0.59,-99.99,-99.99,0.0204,0.0283,0.097,0.0609,0.0224
P99/02717,1999,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,16.5,57.7,0.79,-99.99,-99.99,-0.0063,0.0111,0.0309,0.0194,0.0074
P99/01678,1999,Herring,Utlängan (spring),56.00807951472777,15.830903370721249,NA,3,17.1,33.3,1.92,0.0049,0.0305,0.2379,0.1991,0.4127,0.3647,0.1144
P99/04513,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20.4,60.5,5.33,-99.99,0.0071,0.0129,0.0121,0.0269,0.0207,0.0037
P99/04514,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,21,63.3,6.24,-99.99,0.0059,0.01,0.009,0.0197,0.0155,-0.0045
P99/04515,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,22,78,6.46,-99.99,0.0065,0.0101,0.01,0.02,0.0162,-0.0043
P99/04516,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20.5,64.5,5.86,-99.99,0.0062,0.0119,0.0119,0.0252,0.0197,-0.0048
P99/04517,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,21.6,76.7,7.18,-99.99,0.0064,0.0102,0.0094,0.0205,0.0157,-0.0045
P99/04518,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,21,69.9,5.03,-99.99,0.0079,0.0167,0.0168,0.0374,0.0276,0.0066
P99/04519,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20.5,63.7,3.66,-99.99,0.0071,0.0124,0.0117,0.0257,0.0204,-0.0049
P99/04520,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,20.8,67.4,7.3,-99.99,0.006,0.0116,0.0117,0.0284,0.0204,-0.0044
P99/04521,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,22,78,5.14,-99.99,0.007,0.0148,0.0144,0.0317,0.0241,0.0053
P99/04522,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,22.8,75.8,4.59,-99.99,0.0099,0.0235,0.0232,0.0601,0.0409,0.0107
P99/04523,1999,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,21.3,61.8,4.39,-99.99,0.0065,0.0132,0.0142,0.0315,0.0247,0.0044
P99/04725,1999,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.7,38.1,3.61,-0.0044,0.0042,0.0233,0.0317,0.088,0.0553,0.0182
P99/02198,1999,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16,25.3,2.41,-0.0033,0.0048,0.0184,0.0159,0.0466,0.0377,0.0164
P99/02199,1999,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,15.5,27.9,3.67,-0.0044,-0.0041,0.0118,0.0095,0.0265,0.0207,0.0088
P99/02200,1999,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,17.3,30.5,2.26,0.0035,0.0047,0.0156,0.0137,0.0426,0.0363,0.0163
P99/02201,1999,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.1,26.2,2.89,-0.0041,-0.0038,0.0109,0.0094,0.0277,0.0224,0.01
P99/02202,1999,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,14.8,21.7,3.04,-0.0039,-0.0036,0.0117,0.0105,0.0309,0.0244,0.0111
P99/02203,1999,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,15.5,23.6,2.82,-0.0043,-0.0039,0.0106,0.0087,0.0274,0.0213,0.0101
P99/02192,1999,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,3,16.4,25.9,2.34,-0.0034,0.0043,0.0144,0.0117,0.0335,0.025,0.0115
P99/03211,1999,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,16.9,33.7,4.27,-99.99,0.0062,0.0367,0.0308,0.1286,0.0908,0.0561
P99/03212,1999,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,3,18.5,44.9,1.45,-99.99,0.0083,0.043,0.0429,0.1743,0.1215,0.0806
P00/06167,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.5,41.1,3.04,0.0048,0.012,0.0341,0.0261,0.0811,0.0614,0.0113
P00/06168,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.9,43,2.43,0.0032,0.0094,0.0254,0.0219,0.0654,0.0531,0.0093
P00/06169,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.7,41.1,3.08,-0.0036,0.0082,0.0224,0.0199,0.0576,0.046,0.0094
P00/06170,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.1,46.4,3.3,-0.0033,0.0061,0.0164,0.0153,0.0431,0.034,0.0066
P00/06171,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.3,46.2,3.53,-0.0042,0.0077,0.0192,0.0174,0.0465,0.0371,0.0058
P00/06172,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.7,48.2,3.66,0.0042,0.0094,0.027,0.0229,0.0668,0.0511,0.0087
P00/06173,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,17.8,39.1,2.59,0.0044,0.0095,0.0289,0.025,0.0746,0.056,0.0096
P00/06174,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.8,46.1,3.65,-0.0041,0.0079,0.0176,0.0156,0.0455,0.0368,0.0053
P00/06175,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,18.5,49.1,3.79,-0.004,0.0069,0.0181,0.0165,0.0473,0.0396,0.0068
P00/06176,2000,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,19.4,44.9,2.78,-0.004,0.0089,0.031,0.0265,0.0862,0.0625,0.0135
